module,file,line,name,context,node_kind,visibility,contract_status,post_kinds,flags
invariant,invariant.rs,276,create_open_invariant_credit,free,definition,public,no-contract,,external_body
invariant,invariant.rs,293,spend_open_invariant_credit,free,definition,public,no-contract,,hidden
invariant,invariant.rs,324,open_atomic_invariant_begin,free,definition,public,no-contract,,external+hidden
invariant,invariant.rs,334,open_local_invariant_begin,free,definition,public,no-contract,,external+hidden
invariant,invariant.rs,344,open_invariant_end,free,definition,public,no-contract,,external+hidden
layout,layout.rs,118,layout_for_type_is_valid,free,definition,public,post,ensures,external_body
layout,layout.rs,141,layout_for_val_is_valid,free,definition,public,post,ensures,external_body
pervasive,pervasive.rs,124,exec_nonstatic_call,free,definition,private,post,ensures,external_body+hidden
pervasive,pervasive.rs,190,unreached,free,definition,public,requires-only,,external_body
pervasive,pervasive.rs,199,print_u64,free,definition,public,no-contract,,external_body
pervasive,pervasive.rs,204,runtime_assert,free,definition,public,requires-only,,external_body
pervasive,pervasive.rs,381,set,trait VecAdditionalExecFns,signature,public,no-contract,,
pervasive,pervasive.rs,383,set_and_swap,trait VecAdditionalExecFns,signature,public,no-contract,,
pervasive,pervasive.rs,390,set,impl<T> VecAdditionalExecFns<T> for alloc::vec::Vec<T>,definition,private,post,ensures,external_body
pervasive,pervasive.rs,401,set_and_swap,impl<T> VecAdditionalExecFns<T> for alloc::vec::Vec<T>,definition,private,post,ensures,external_body
pervasive,pervasive.rs,443,__call_panic,free,definition,public,requires-only,,external_body+hidden
pervasive,pervasive.rs,454,__new_argument,free,definition,public,no-contract,,external_body+hidden
proph,proph.rs,179,new,impl<T> Prophecy<T> where T: Structural,definition,public,no-contract,,external_body
proph,proph.rs,187,resolve,impl<T> Prophecy<T> where T: Structural,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,446,cast_ptr_to_thin_ptr,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,468,cast_array_ptr_to_slice_ptr,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,492,cast_slice_ptr_to_slice_ptr,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,516,cast_slice_ptr_to_str_ptr,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,540,cast_str_ptr_to_slice_ptr,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,560,cast_ptr_to_usize,free,definition,public,post,ensures,
raw_ptr,raw_ptr.rs,579,ptr_mut_write,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,602,ptr_mut_read,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,620,ptr_ref,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,636,ptr_mut_ref,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,701,clone,impl Clone for IsExposed,definition,private,post,ensures,external_body
raw_ptr,raw_ptr.rs,731,expose_provenance,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,744,with_exposed_provenance,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,908,allocate,free,definition,public,post,ensures,external_body
raw_ptr,raw_ptr.rs,948,deallocate,free,definition,public,requires-only,,external_body
raw_ptr,raw_ptr.rs,982,clone,"impl<'a, T> Clone for SharedReference<'a, T>",definition,private,post,ensures,external_body
raw_ptr,raw_ptr.rs,1000,new,"impl<'a, T> SharedReference<'a, T>",definition,private,post,ensures,external_body
raw_ptr,raw_ptr.rs,1008,as_ref,"impl<'a, T> SharedReference<'a, T>",definition,private,post,ensures,external_body
raw_ptr,raw_ptr.rs,1016,as_ptr,"impl<'a, T> SharedReference<'a, T>",definition,private,post,ensures,external_body
raw_ptr,raw_ptr.rs,1038,ptr_ref2,free,definition,public,post,ensures,external_body
rwlock,rwlock.rs,403,release_write,"impl<'a, V, Pred: RwLockPredicate<V>> WriteHandle<'a, V, Pred>",definition,public,requires-only,,
rwlock,rwlock.rs,441,borrow,"impl<'a, V, Pred: RwLockPredicate<V>> ReadHandle<'a, V, Pred>",definition,public,post,ensures,
rwlock,rwlock.rs,474,release_read,"impl<'a, V, Pred: RwLockPredicate<V>> ReadHandle<'a, V, Pred>",definition,public,no-contract,,
rwlock,rwlock.rs,502,new,"impl<V, Pred: RwLockPredicate<V>> RwLock<V, Pred>",definition,public,post,ensures,
rwlock,rwlock.rs,530,acquire_write,"impl<V, Pred: RwLockPredicate<V>> RwLock<V, Pred>",definition,public,post,ensures,
rwlock,rwlock.rs,620,acquire_read,"impl<V, Pred: RwLockPredicate<V>> RwLock<V, Pred>",definition,public,post,ensures,
rwlock,rwlock.rs,702,into_inner,"impl<V, Pred: RwLockPredicate<V>> RwLock<V, Pred>",definition,public,post,ensures,
simple_pptr,simple_pptr.rs,184,addr,impl<V> PPtr<V>,definition,public,post,ensures,when_used_as_spec
simple_pptr,simple_pptr.rs,203,from_addr,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,212,from_usize,impl<V> PPtr<V>,definition,public,post,ensures,hidden
simple_pptr,simple_pptr.rs,332,clone,impl<V> Clone for PPtr<V>,definition,private,post,ensures,
simple_pptr,simple_pptr.rs,347,empty,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,386,new,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,402,free,impl<V> PPtr<V>,definition,public,requires-only,,
simple_pptr,simple_pptr.rs,431,into_inner,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,451,put,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,476,take,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,497,replace,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,519,borrow,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,537,borrow_mut,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,557,write,impl<V> PPtr<V>,definition,public,post,ensures,
simple_pptr,simple_pptr.rs,574,read,impl<V> PPtr<V>,definition,public,post,ensures,
slice,slice.rs,45,set,free,signature,private,no-contract,,
slice,slice.rs,50,set,impl<T> SliceAdditionalExecFns<T> for [T],definition,private,post,ensures,external_body
slice,slice.rs,62,slice_index_get,free,definition,public,post,ensures,
slice,slice.rs,100,slice_to_vec,free,definition,public,post,ensures,external_body
slice,slice.rs,108,slice_subrange,free,definition,public,post,ensures,external_body
slice,slice.rs,126,index,trait ExSliceIndex,signature,public,requires-only,,
std_specs::clone,std_specs/clone.rs,10,clone,trait ExClone,signature,public,no-contract,,
std_specs::convert,std_specs/convert.rs,17,from,trait ExFrom,signature,public,post,ensures,
std_specs::convert,std_specs/convert.rs,32,into,trait ExInto,signature,public,post,ensures,
std_specs::convert,std_specs/convert.rs,68,try_from,trait ExTryFrom,signature,public,post,ensures,
std_specs::convert,std_specs/convert.rs,85,try_into,trait ExTryInto,signature,public,post,ensures,
std_specs::default,std_specs/default.rs,10,default,trait ExDefault,signature,public,no-contract,,
string,string.rs,168,unicode_len,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,170,get_char,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,172,substring_ascii,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,174,substring_char,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,176,get_ascii,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,179,as_bytes_vec,trait StrSliceExecFns,signature,public,no-contract,,
string,string.rs,189,unicode_len,impl StrSliceExecFns for str,definition,private,post,ensures,external_body
string,string.rs,198,get_char,impl StrSliceExecFns for str,definition,private,post,ensures,external_body
string,string.rs,208,substring_ascii,impl StrSliceExecFns for str,definition,private,post,ensures,external_body
string,string.rs,221,substring_char,impl StrSliceExecFns for str,definition,private,post,ensures,external_body
string,string.rs,253,get_ascii,impl StrSliceExecFns for str,definition,private,post,ensures,
string,string.rs,267,as_bytes_vec,impl StrSliceExecFns for str,definition,private,post,ensures,
string,string.rs,371,is_ascii,trait StringExecFnsIsAscii,signature,public,no-contract,,
string,string.rs,378,is_ascii,impl StringExecFnsIsAscii for String,definition,private,post,ensures,when_used_as_spec
string,string.rs,389,from_str,trait StringExecFns,signature,public,no-contract,,
string,string.rs,391,append,trait StringExecFns,signature,public,no-contract,,
string,string.rs,393,concat,trait StringExecFns,signature,public,no-contract,,
string,string.rs,399,from_str,impl StringExecFns for String,definition,private,post,ensures,external_body
string,string.rs,407,append,impl StringExecFns for String,definition,private,post,ensures,external_body
string,string.rs,415,concat,impl StringExecFns for String,definition,private,post,ensures,external_body
thread,thread.rs,27,join,impl<Ret> JoinHandle<Ret>,definition,public,post,ensures,external_body
thread,thread.rs,107,spawn,free,definition,public,post,ensures,external_body
thread,thread.rs,183,clone,impl Clone for IsThread,definition,private,no-contract,,
thread,thread.rs,188,clone,impl Clone for IsThread,definition,private,no-contract,,
thread,thread.rs,200,thread_id,free,definition,public,post,ensures,external_body
